WSTNID,WXSTN_NUM,WX_YEAR,WX_DATE,TEMP,REL_HUM,WIND_DIR,WIND_SPEED,RAIN,FFMC,DMC,DC,ISI,BUI,FWI,DSR,OBS_TYPE
ID3,112,2019,2019-05-16,4.2,94,219,9.4,8.1,20.7549,2.7425,7.168,0.0003,2.8035,0.0001,,A
ID3,112,2019,2019-05-17,6.8,52,263,9.8,0.5,71.051,6.9983,18.628,1.061,7.2177,0.5409,,A
ID3,112,2019,2019-05-18,6,48,3,10.3,0,79.063,7.9703,22.112,1.7408,8.3848,0.9569,,A
ID3,112,2019,2019-05-19,11.1,38,42,14,0,85.2407,9.9616,26.514,4.4107,10.2735,4.8455,,A
ID3,112,2019,2019-05-20,14.9,38,349,14.3,0,87.8045,12.5732,31.6,6.4319,12.6065,7.7446,,A
ID3,112,2019,2019-05-21,18,26,318,7,0,90.7171,16.2942,37.244,6.7593,16.2505,9.2155,,A
ID3,112,2019,2019-05-22,15.7,35,110,9.4,0,90.7217,19.1691,42.474,7.6333,19.1091,11.0852,,A
ID3,112,2019,2019-05-23,5.7,97,10,9.4,6.1,31.5954,11.1454,37.686,0.0085,12.8155,0.0059,,A
ID3,112,2019,2019-05-24,14.9,42,136,8.6,0.3,65.2111,13.5885,42.772,0.8203,15.1468,0.6269,,A
ID3,112,2019,2019-05-25,11.8,92,252,16.4,6.6,32.1868,7.6805,38.1863,0.014,10.2214,0.0086,,A
ID3,112,2019,2019-05-26,7.3,48,319,12,1.3,55.1457,8.8304,41.9043,0.5177,11.5671,0.3384,,A
ID3,112,2019,2019-05-27,14,26,257,7.5,0,78.8698,11.7721,46.8283,1.4846,14.4579,1.4247,,A
ID3,112,2019,2019-05-28,19.2,21,238,23.2,0,90.8222,15.9941,52.6883,15.5216,18.1865,18.7251,,A
ID3,112,2019,2019-05-29,15,32,270,13.8,0,90.8268,18.8763,57.7923,9.672,20.7825,13.9599,,A
ID3,112,2019,2019-05-30,10.4,38,319,6.7,0,90.0334,20.7534,62.0683,6.0377,22.6083,9.9741,,A
ID3,112,2019,2019-05-31,9,65,336,10.8,0,86.3803,21.684,66.0923,4.4026,23.8258,7.8218,,A
ID3,112,2019,2019-06-01,14.1,38,224,18.4,0,88.0179,24.165,72.0343,8.1535,26.2854,13.7579,,A
ID3,112,2019,2019-06-02,8.5,72,348,10.3,1.3,75.6752,24.8727,76.9683,1.3385,27.5157,2.4015,,A
ID3,112,2019,2019-06-03,12.6,42,3,8,0.3,83.4105,26.9646,82.6403,2.5479,29.7013,5.3685,,A
ID3,112,2019,2019-06-04,16.7,35,46,11.6,0,88.0588,30.0106,89.0503,5.822,32.5756,11.8065,,A
ID3,112,2019,2019-06-05,15,48,329,9,0,88.0634,32.2147,95.1543,5.1105,34.895,11.0338,,A
ID3,112,2019,2019-06-06,22.8,32,252,21.5,0,90.7764,36.4933,102.6623,14.1547,38.6444,25.0004,,A
ID3,112,2019,2019-06-07,23.8,34,91,8.3,0,90.9037,40.8198,110.3503,7.4117,42.4151,16.4123,,A
ID3,112,2019,2019-06-08,28.9,35,215,17.1,0,91.5386,45.9535,118.9563,12.6393,46.7538,25.3564,,A
ID3,112,2019,2019-06-09,26.5,36,164,11.6,0,91.5433,50.6038,127.1303,9.5862,50.7277,21.7401,,A
ID3,112,2019,2019-06-10,18.5,40,324,12.9,3,77.2215,43.1022,130.5778,1.6958,47.2296,4.9194,,A
ID3,112,2019,2019-06-11,16.3,39,254,25.7,0,86.4144,45.8965,136.9158,9.3728,49.9406,21.2228,,A
ID3,112,2019,2019-06-12,11.8,66,347,10.3,2.8,65.4294,38.3168,142.4438,0.9013,45.8201,2.2484,,A
ID3,112,2019,2019-06-13,12.5,79,217,4.4,0.3,71.5608,39.0687,148.0978,0.8226,47.0847,2.0125,,A
ID3,112,2019,2019-06-14,13.8,68,343,10.4,8.9,47.1053,21.5668,136.9183,0.1896,30.947,0.2286,,A
ID3,112,2019,2019-06-15,9.6,75,313,11.3,0.5,62.1156,22.271,142.0503,0.8167,31.9996,1.0677,,A
ID3,112,2019,2019-06-16,18.9,30,35,9.9,0,83.8339,25.9567,148.8563,2.9644,36.153,7.0426,,A
ID3,112,2019,2019-06-17,19.4,37,62,5.9,0,88.1368,29.3568,155.7523,4.4177,39.9084,10.5642,,A
ID3,112,2019,2019-06-18,18.3,41,321,9.5,0,88.5455,32.3701,162.4503,5.6161,43.2134,13.399,,A
ID3,112,2019,2019-06-19,20.7,31,30,9.9,0,90.5386,36.3301,169.5803,7.626,47.3175,17.7585,,A
ID3,112,2019,2019-06-20,22.7,33,63,9.9,0,90.8741,40.5281,177.0703,8.0001,51.5558,19.2397,,A
ID3,112,2019,2019-06-21,22,36,94,6.4,0,90.8787,44.4202,184.4343,6.711,55.452,17.5689,,A
ID3,112,2019,2019-06-22,23.7,33,191,7.2,0,91.0706,48.7946,192.1043,7.1807,59.6876,19.2027,,A
ID3,112,2019,2019-06-23,25.8,37,189,10.8,0,91.0753,53.2562,200.1523,8.6147,63.9639,22.694,,A
ID3,112,2019,2019-06-24,14.6,97,66,7.7,20.3,18.7818,22.2543,158.555,0.0001,32.9476,0.0001,,A
ID3,112,2019,2019-06-25,15.1,92,278,9.6,3.8,21.4422,15.8926,159.2019,0.0004,25.437,0.0004,,A
ID3,112,2019,2019-06-26,18.6,81,285,12.8,2.8,41.0337,13.0629,165.9539,0.0803,21.83,0.0769,,A
ID3,112,2019,2019-06-27,22,49,260,12.5,13.5,58.8811,9.0135,144.7496,0.714,15.5987,0.5553,,A
ID3,112,2019,2019-06-28,25.6,36,271,13.4,0,85.8153,13.5122,152.7616,4.6355,22.1306,7.8491,,A
ID3,112,2019,2019-06-29,20.9,55,306,9.3,0,86.4351,16.1185,159.9276,4.1138,25.7492,7.7033,,A
ID3,112,2019,2019-06-30,24.4,49,194,11.4,0,87.9298,19.5423,167.7236,5.6581,30.2679,11.0806,,A
ID3,112,2019,2019-07-01,26,32,268,17.2,0,91.2945,23.8702,176.1076,12.2701,35.6576,21.7362,,A
ID3,112,2019,2019-07-02,27.8,30,257,14,0,92.3051,28.6213,184.8156,12.0498,41.2661,23.058,,A
ID3,112,2019,2019-07-03,22.9,41,276,10.6,0,91.2709,31.9469,192.6416,8.7691,45.1677,19.2091,,A
ID3,112,2019,2019-07-04,18.1,95,199,3,7.4,31.0716,17.5952,184.3734,0.0054,28.4119,0.0061,,A
ID3,112,2019,2019-07-05,24.2,36,286,12.1,0,77.3088,21.398,192.4334,1.6397,33.4869,3.665,,A
ID3,112,2019,2019-07-06,19.8,38,320,7.4,0,86.4765,24.4413,199.7014,3.7601,37.43,8.883,,A
ID3,112,2019,2019-07-07,22.6,41,267,6.4,0,88.7604,27.7253,207.4734,4.9545,41.5646,11.8703,,A
ID3,112,2019,2019-07-08,27.3,35,220,13.2,0,91.0349,32.0607,216.0914,9.6664,46.7727,20.9848,,A
ID3,112,2019,2019-07-09,22.3,72,207,3.7,0,86.5746,33.5995,223.8094,3.1642,48.8608,8.9935,,A
ID3,112,2019,2019-07-10,23.7,68,272,8,2.5,72.7177,29.8799,231.7794,1.0299,45.1943,2.6733,,A
ID3,112,2019,2019-07-11,21.4,44,291,6.1,3.3,71.3466,25.3989,234.2065,0.8895,39.9632,1.8938,,A
ID3,112,2019,2019-07-12,21.9,76,256,14.9,1.5,72.7573,26.6953,241.8525,1.4604,41.8439,3.827,,A
ID3,112,2019,2019-07-13,23.2,45,333,13.6,9.4,68.5655,16.4708,226.861,1.1861,27.881,2.0301,,A
ID3,112,2019,2019-07-14,25.5,48,219,10.2,0,84.7875,19.7193,235.155,3.422,32.6036,7.5239,,A
ID3,112,2019,2019-07-15,29.4,57,175,8.8,0,87.211,22.7994,244.151,4.4786,36.9684,10.2252,,A
ID3,112,2019,2019-07-16,19.7,66,278,18.5,9.7,60.1907,12.9829,227.5503,1.0522,22.7244,1.1952,,A
ID3,112,2019,2019-07-17,24.1,47,109,6,0,81.3656,16.1196,235.5923,1.7887,27.5301,3.48,,A
ID3,112,2019,2019-07-18,23,70,206,14.1,9.7,58.8554,9.6637,220.0761,0.7726,17.4156,0.6425,,A
ID3,112,2019,2019-07-19,25.3,53,255,20.8,6.4,71.823,7.974,214.773,1.8974,14.5935,2.2317,,A
ID3,112,2019,2019-07-20,19.6,64,278,9.6,1,77.3216,9.7241,222.005,1.447,17.5288,1.7155,,A
ID3,112,2019,2019-07-21,18.3,38,285,13.7,2,79.2865,10.8813,229.003,2.1109,19.4518,3.2453,,A
ID3,112,2019,2019-07-22,21.7,43,319,15.6,0,87.1371,13.9335,236.613,6.2429,24.2909,10.6585,,A
ID3,112,2019,2019-07-23,24.5,46,308,9.3,0,88.4974,17.1802,244.727,5.5216,29.2303,10.6541,,A
ID3,112,2019,2019-07-24,25.7,49,226,10.4,6.9,72.0576,12.6607,237.199,1.1331,22.3403,1.4204,,A
ID3,112,2019,2019-07-25,27.6,43,222,18.1,0.5,87.791,16.5027,245.871,7.7744,28.2629,13.763,,A
ID3,112,2019,2019-07-26,21.1,85,185,8.5,0.3,82.9747,17.2848,253.373,2.47,29.5328,5.1848,,A
ID3,112,2019,2019-07-27,22.5,68,253,6.9,9.7,54.5593,10.3389,236.7367,0.3794,18.6424,0.3291,,A
ID3,112,2019,2019-07-28,28.2,44,249,12.1,0,84.3282,14.1924,245.5167,3.5382,24.8007,6.5639,,A
ID3,112,2019,2019-07-29,22.5,71,316,7,8.6,54.2088,8.7978,232.4806,0.3688,16.0747,0.2921,,A
ID3,112,2019,2019-07-30,17.2,42,304,14.1,2,72.1943,9.6933,239.2806,1.3724,17.6039,1.5555,,A
ID3,112,2019,2019-07-31,23.2,34,249,14.8,0,87.8454,13.4599,247.1606,6.6349,23.694,11.0569,,A
ID3,112,2019,2019-08-01,26.3,47,211,11.6,0,88.7608,16.4579,254.8986,6.4389,28.3411,11.873,,A
ID3,112,2019,2019-08-02,24.7,49,1,8.5,0,88.7654,19.1743,262.3486,5.5114,32.4242,11.265,,A
ID3,112,2019,2019-08-03,23.9,42,261,7.4,0,89.298,22.1678,269.6546,5.6286,36.7771,12.2821,,A
ID3,112,2019,2019-08-04,24.7,65,185,11.8,2.8,74.8799,19.247,277.1046,1.3791,32.7988,2.9267,,A
ID3,112,2019,2019-08-05,24,44,248,15,1.5,83.1157,22.1488,284.4286,3.4898,37.0791,8.2787,,A
ID3,112,2019,2019-08-06,24.2,44,237,19,0.3,88.2783,25.0737,291.7886,8.7234,41.2795,18.2687,,A
ID3,112,2019,2019-08-07,21.5,53,254,17.6,0.3,88.2829,27.2666,298.6626,8.1346,44.3995,18.0176,,A
ID3,112,2019,2019-08-08,18.3,62,260,17.7,0,86.8964,28.7885,304.9606,6.7061,46.5833,15.9969,,A
ID3,112,2019,2019-08-09,17.1,63,287,15.2,1,81.8035,30.1787,311.0426,2.9944,48.575,8.5444,,A
ID3,112,2019,2019-08-10,24.8,39,270,10.2,0,88.7627,33.4403,318.5106,6.002,52.9759,15.7647,,A
ID3,112,2019,2019-08-11,21.1,38,280,15.6,0,89.5424,36.2818,325.3126,8.812,56.7425,21.6811,,A
ID3,112,2019,2019-08-12,21.2,36,289,11.5,0,89.9983,39.2282,332.1326,7.6513,60.5712,20.265,,A
ID3,112,2019,2019-08-13,17,56,354,9.4,0,88.0678,40.8723,338.1966,5.2178,62.7774,15.5577,,A
ID3,112,2019,2019-08-14,21.3,29,238,9.2,0,90.8809,44.1556,345.0346,7.7303,66.9057,21.5066,,A
ID3,112,2019,2019-08-15,23.5,42,244,17.9,0,90.8833,47.1012,352.2686,11.9878,70.6021,29.9833,,A
ID3,112,2019,2019-08-16,19.4,81,204,8.6,3.8,58.8843,35.0953,349.916,0.5867,56.1192,1.3278,,A
ID3,112,2019,2019-08-17,26.3,48,197,12,0,83.3233,38.0367,357.654,3.0817,60.0955,9.975,,A
ID3,112,2019,2019-08-18,19.7,81,217,12.3,0,83.0223,38.8526,364.204,3.0096,61.3448,9.902,,A
ID3,112,2019,2019-08-19,19.7,68,239,12.4,3.8,65.5598,29.4565,361.6404,1.0069,48.946,2.7952,,A
ID3,112,2019,2019-08-20,19.1,52,276,13.9,0,81.2715,31.4582,368.0824,2.6345,51.8401,7.9535,,A
ID3,112,2019,2019-08-21,13.5,75,330,9,1,76.4168,32.2117,373.5164,1.315,52.9973,4.1013,,A
ID3,112,2019,2019-08-22,16.1,62,355,9.7,0.3,81.7578,33.561,379.4184,2.2573,54.967,7.1894,,A
ID3,112,2019,2019-08-23,17.5,49,337,5.7,0,85.4195,35.5194,385.5724,2.976,57.7408,9.4528,,A
ID3,112,2019,2019-08-24,21.7,47,206,10.4,0,87.5785,38.0141,392.4824,5.1163,61.2075,15.1128,,A
ID3,112,2019,2019-08-25,22.9,44,203,14,0,88.6716,40.7887,399.6084,7.1743,64.9927,20.0734,,A
ID3,112,2019,2019-08-26,21.2,59,200,11.9,0,87.7711,42.6762,406.4284,5.6721,67.6055,17.2537,,A
ID3,112,2019,2019-08-27,16.8,93,183,4.7,6.1,36.1007,26.2068,392.3456,0.0197,44.9135,0.0308,,A
ID3,112,2019,2019-08-28,12.8,88,260,18,4.1,34.3642,18.3344,386.6103,0.026,32.7822,0.0325,,A
ID3,112,2019,2019-08-29,13,92,279,6.3,5.1,22.4985,11.5026,376.908,0.0005,21.3745,0.0004,,A
ID3,112,2019,2019-08-30,11.8,80,281,13.4,2,38.9725,10.2375,382.036,0.0559,19.1894,0.0493,,A
ID3,112,2019,2019-08-31,18.1,42,220,5.9,0,70.3699,12.5365,388.298,0.8523,23.2004,0.8494,,A
ID3,112,2019,2019-09-01,14,93,248,10.4,6.3,32.2123,7.0531,372.46,0.0104,13.4687,0.0075,,A
ID3,112,2019,2019-09-02,10.8,49,296,12.7,1.8,56.4034,7.0317,376.108,0.5979,13.4354,0.4257,,A
ID3,112,2019,2019-09-03,13.6,48,71,7.8,0,74.8571,8.3926,380.26,1.126,15.9075,0.8862,,A
ID3,112,2019,2019-09-04,16.3,47,261,18.1,0,84.1829,10.0344,384.898,4.6946,18.8409,7.2448,,A
ID3,112,2019,2019-09-05,15.1,50,132,5.5,2.8,69.0998,8.595,389.32,0.8021,16.2909,0.6404,,A
ID3,112,2019,2019-09-06,13.4,57,144,6.4,0,78.4513,9.7051,393.436,1.3522,18.2826,1.5829,,A
ID3,112,2019,2019-09-07,10.1,87,27,8.5,8.1,34.3255,5.0317,369.2374,0.0159,9.7318,0.0095,,A
ID3,112,2019,2019-09-08,13,60,254,9.1,0,60.2782,6.0358,373.2814,0.6588,11.6026,0.4313,,A
ID3,112,2019,2019-09-09,17.1,54,152,4.5,0,75.9662,7.5263,378.0634,1.0176,14.339,0.7528,,A
ID3,112,2019,2019-09-10,9.1,94,44,12.2,2,55.1817,6.1393,381.4054,0.5246,11.8036,0.3469,,A
ID3,112,2019,2019-09-11,9.5,61,46,8.2,0,69.6809,6.8753,384.8194,0.9361,13.1627,0.6586,,A
ID3,112,2019,2019-09-12,13,47,49,8.2,0,80.4938,8.2058,388.8634,1.8117,15.5891,2.2091,,A
ID3,112,2019,2019-09-13,9.6,96,86,6.9,30,15.277,3.3087,285.0709,0,6.4307,0,,A
ID3,112,2019,2019-09-14,11.9,71,297,13.9,8.6,33.9429,1.7816,266.0266,0.0191,3.5046,0.0071,,A
ID3,112,2019,2019-09-15,16.5,58,189,9,0,63.488,3.0976,270.7006,0.7779,6.023,0.3637,,A
ID3,112,2019,2019-09-16,17.9,82,211,7.7,0,71.7035,3.7065,275.6266,0.9764,7.1719,0.4961,,A
ID3,112,2019,2019-09-17,18,89,128,5.3,0,74.0625,4.0806,280.5706,0.9533,7.8748,0.5075,,A
ID3,112,2019,2019-09-18,19.8,90,170,12.5,10.2,35.1118,1.8653,258.2463,0.0234,3.6645,0.0089,,A
ID3,112,2019,2019-09-19,16.7,86,286,11.5,0.3,51.9496,2.309,262.9563,0.367,4.5187,0.1512,,A
ID3,112,2019,2019-09-20,15.5,76,139,6.6,0,65.9344,3.0183,267.4503,0.7624,5.871,0.3523,,A
ID3,112,2019,2019-09-21,22.3,81,174,13.6,0,75.5934,3.8098,273.1683,1.5729,7.363,0.8097,,A
ID3,112,2019,2019-09-22,14.6,93,299,8,14.5,23.7999,1.4685,237.6069,0.0008,2.8923,0.0003,,A
ID3,112,2019,2019-09-23,15.1,69,275,4.8,0,48.4793,2.3626,242.0289,0.1724,4.6126,0.0716,,A
ID3,112,2019,2019-09-24,21.4,49,197,13,0,77.6749,4.4056,247.5849,1.7659,8.4359,0.9737,,A
ID3,112,2019,2019-09-25,12.6,79,255,12.7,7.9,43.799,2.2719,232.6826,0.1289,4.4355,0.0527,,E
ID3,112,2019,2019-09-26,12.2,50,252,18.8,1.5,65.9438,3.4558,236.5826,1.4102,6.6682,0.6918,,A
ID3,112,2019,2019-09-27,7,71,347,9.8,14,34.668,1.5116,204.3349,0.0184,2.9683,0.0065,,A
ID3,112,2019,2019-09-28,5.4,56,256,12.8,0,57.3978,2.0208,207.0109,0.6506,3.9453,0.2537,,A
ID3,112,2019,2019-09-29,5.9,50,340,5.2,0,70.5188,2.6439,209.7769,0.8267,5.1263,0.3595,,A
ID3,112,2019,2019-09-30,2.9,96,78,8.3,10.9,19.037,0.7257,186.9399,0.0001,1.4375,0,,A
ID3,112,2019,2019-10-01,4.3,90,38,6.3,6.1,14.8236,0.0818,176.6771,0,0.1635,0,,A
ID3,112,2019,2019-10-02,2.6,70,48,8,0.3,33.5351,0.25,177.8491,0.0129,0.4982,0.003,,A
ID3,112,2019,2019-10-03,2.9,69,26,5.7,0,48.6253,0.4379,179.0751,0.1838,0.8704,0.0471,,A
ID3,112,2019,2019-10-04,9.4,54,262,8,0.3,67.3915,1.1697,181.4711,0.8609,2.3024,0.278,,E
ID3,112,2019,2019-10-05,7,78,161,9.5,0,72.6761,1.4397,183.4351,1.1089,2.824,0.3826,,A
ID3,112,2019,2019-10-06,7.9,76,255,23.3,8.1,44.4622,0.3959,168.9318,0.2446,0.7871,0.0615,,A
ID3,112,2019,2019-10-07,9.2,71,271,12.4,2.5,50.0298,0.4526,171.2918,0.3076,0.8992,0.0792,,A
ID3,112,2019,2019-10-08,17.2,42,176,15.8,0.3,77.7195,2.0608,175.0918,2.0408,4.0039,0.8006,,A
ID3,112,2019,2019-10-09,16.4,54,194,10.6,0,83.5031,3.2805,178.7478,2.9399,6.2732,2.1911,,A
ID3,112,2019,2019-10-10,17.1,55,151,7,0,85.2053,4.5214,182.5298,3.0845,8.5156,2.8827,,A
ID3,112,2019,2019-10-11,11.4,93,102,6.4,0.8,77.5904,4.654,185.2858,1.2577,8.758,0.7071,,A
ID3,112,2019,2019-10-12,5.2,75,169,5.9,26.4,27.8736,1.8497,127.0632,0.0025,3.5695,0.0009,,A
ID3,112,2019,2019-10-13,1,89,346,7.5,1.5,30.3829,1.8847,127.9472,0.0056,3.6355,0.0021,,A
ID3,112,2019,2019-10-14,3.6,90,276,10.8,2.5,28.45,0.8221,129.2992,0.0038,1.6184,0.0011,,A
ID3,112,2019,2019-10-15,5.9,75,333,6.8,0.5,44.7138,1.0873,131.0652,0.1108,2.1303,0.035,,A
ID3,112,2019,2019-10-16,3.7,77,341,9.6,0,56.6443,1.2546,132.4352,0.5216,2.4511,0.1718,,A
ID3,112,2019,2019-10-17,2.7,67,310,6.9,0.3,66.3274,1.4446,133.6252,0.7851,2.8132,0.2705,,A
ID3,112,2019,2019-10-18,7.9,58,140,11.1,0,76.0187,2.0173,135.7512,1.4238,3.8902,0.5523,,A
ID3,112,2019,2019-10-19,11.5,68,192,10.3,0,79.8779,2.6282,138.5252,1.8869,5.0184,0.813,,A
ID3,112,2019,2019-10-20,11,61,247,13.3,2.3,68.477,2.1393,141.2092,1.165,4.1225,0.4624,,A
ID3,112,2019,2019-10-21,8,87,96,4.5,0,71.0155,2.3185,143.3532,0.8114,4.4569,0.3324,,A
ID3,112,2019,2019-10-22,9,96,110,3.8,17.3,15.4478,0.5361,110.4078,0,1.0594,0,,A
ID3,112,2019,2019-10-23,1.7,92,269,15.5,6.3,13.7487,0.0339,101.2769,0,0.0678,0,,A
ID3,112,2019,2019-10-24,-0.1,78,287,0,0.5,20.4222,0.0672,101.9629,0.0002,0.1342,0,,A
ID3,112,2019,2019-10-25,3.8,69,207,9.3,0.3,40.2443,0.2974,103.3509,0.0581,0.5905,0.014,,A
ID3,112,2019,2019-10-26,11.5,50,182,13,0,66.7956,1.252,106.1249,1.0854,2.4322,0.3565,,A
ID3,112,2019,2019-10-27,4.6,74,281,9,0,72.4851,1.4766,107.6569,1.0732,2.8552,0.3716,,A
ID3,112,2019,2019-10-28,2,55,255,15.1,0,78.2725,1.688,108.7209,2.0636,3.2498,0.7479,,A
ID3,112,2019,2019-10-29,2.1,49,208,10.8,0,81.5935,1.9353,109.8029,2.3398,3.7072,0.8908,,A
ID3,112,2019,2019-10-30,-3.1,49,250,21.1,0,82.7539,1.9353,110.0029,4.5316,3.7075,2.9173,,A
ID3,112,2019,2019-10-31,-2.7,52,325,5.6,0,83.0267,1.9353,110.5089,2.1484,3.7082,0.818,,A
